;edit_history_tweet_ids;id;text;intent
764;['1622490735789367297'];1622490735789367296;"RT @Nicole_Izoduwa: Death toll from Katsina attacks rises to 98 &amp; no word from Governors.There comes a time when one must take a position t…";politic
765;['1622490336319901696'];1622490336319901696;@LI_politic_guy @leftistbrayden 'When do we kill this fucker' and 'That may be your 1st competent thought' are such bangers.;politic
766;['1622486799280115712'];1622486799280115712;@SurgTechGirl15 No. Historians know. Activists make stuff up to fit a politic agenda and stupid people fall for it. 🤷🏻‍♂️;politic
767;['1622486030191575041'];1622486030191575040;"@HouseGOP Move those toxic monarchy outside USA into his house by his toxic connection? There ismore in outside USA currency USD connection with their scandal cult regime, religious cult politic &amp; criminal syndicate &amp; rogue PDRM that need to be delivery to his house.
Criminal occupied!";politic
768;['1622485217226248192'];1622485217226248192;"I don’t know if authoritarianism is growing in the US. I just know it doesn’t come out of nowhere. It comes from imbalances of power in the body politic &amp; in economic power relations too.";politic
769;['1622484440013279232'];1622484440013279232;@sentdefender 100% Sweden will help. This is not about politic..its humans life;politic
770;['1622482459035070464'];1622482459035070464;@Lekanmuheeb See what  politic as turn some people to, that dey dont know what is right again.... May God save Nigeria from dis kind of people. Awon alatenu je;politic
771;['1622482157687177217'];1622482157687177216;"@Bundeskanzler @BILDamSONNTAG You want Texas service delivery the toxic monarchy family to those politic cult from their recognition fraud in USA rogue politic?

Sultan, Agong, bloody cult regime in outside USA that type from their scandal currency profit and corruption!";politic
772;['1622481912647528448'];1622481912647528448;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
773;['1622481862265556994'];1622481862265556992;@LekKacung Money politic;politic
774;['1622481564020899841'];1622481564020899840;@hasek_dominik @NHL You fool , why the hell you bring that politic shit up avain ? Sit There an be quiet where you are , you have Nothing Else to do? Did Ovy killed someone? No? It doesn’t mean if person is Russian that he is a terrorist. Seems to be you don’t have brains at all!;politic
775;['1622480794471268353'];1622480794471268352;RT @Ugp32: The Racial Equality Proposal proposed by Japan at the 1919 Paris Peace Conference. Whatever politic purpose of Japan, persecuted…;politic
776;['1622479265886269440'];1622479265886269440;"BTW who every finds any kind of joy or malice towards the people in Turkey and Syria for the tragedy that happened today #earthquakeinturkey, go fuck yourself, with the biggest dildo you can find.
#earthquake #earthquaketurkey 
When such a tragedy happens politic doesn't matter";politic
777;['1622478841582088193'];1622478841582088192;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
778;['1622477631592480771'];1622477631592480768;"But for all car problem he had in 2022, included engine turn down in Imola and French that lead him crashed; he SAY NOTHING against Ferrari. His silence is part of his vow in 2019. And Santander pay media to not slander Carlos for his 4 crashed. F1 is politic, not pure racing.";politic
779;['1622477542677442564'];1622477542677442560;"Shit gonna pop up on my TL now like I ain't been on they ass same way they on mine, pause...atp let's just do business...I wanna politic with them freaky deeky mf's that be into swinging, hotwifing and shit...

Real-real niggas and rappers feel to block me, all luv 🙏🏽 https://t.co/c7i61Q3pqJ";politic
780;['1622477363899428866'];1622477363899428864;RT @jimintinybeakie: @stilltestin the responses are just wild to me—he doesn’t have to explicitly come out to support the community or part…;politic
781;['1622477176804098048'];1622477176804098048;@realLizardMan1 @emperoreaganite @jackisjake @LI_politic_guy Grok you’re a fucking moron;politic
782;['1622477060471152641'];1622477060471152640;@stilltestin the responses are just wild to me—he doesn’t have to explicitly come out to support the community or participate in a queer politic. BTS are a Great example of that 🙂 https://t.co/rYwmnKLdKG;politic
783;['1622476235208298496'];1622476235208298496;@LI_politic_guy @driftlesspol You're welcome.;politic
784;['1622475666754269185'];1622475666754269184;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
785;['1622475559501705218'];1622475559501705216;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
786;['1622475455444967425'];1622475455444967424;Y'all fuckers are extremely politic and I've had to mute some of you for good, I'm here to have fun, not to hear your political position. I don't want your politics bias/opinions either.;politic
787;['1622475117472145409'];1622475117472145408;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
788;['1622474848478937088'];1622474848478937088;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
789;['1622474293962588160'];1622474293962588160;"@OfficialDGISPR Pakistan itself needs Freedom from Dirty political generals and their role in politic Engineering. 
Pakistan zindabad";politic
790;['1622474119160659968'];1622474119160659968;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
791;['1622473781821247492'];1622473781821247488;"@OfficialDGISPR We dont need kashmir. 
Kashmiris dont want to be with a troubled state. 
If our military establishment does not stay back from the dirty politic, our Pakistan is with in hand of Generals Mafia. 
Allah Pakistan ki hifazat farma. Ameen";politic
792;['1622472975546187776'];1622472975546187776;@eihtbeezy @ShooterLibby Yeah out west prisons is ran by race you gotta politic or you gonna get dealt with. The BGF didn’t get along with Crips or bloods they wanted to be overlord over them and got ran over eventually. Around 1984 the prisons were filling up left and right with street gangs.;politic
793;['1622472967329570818'];1622472967329570816;@SkyNewsAust dr politic;politic
794;['1622471915007868928'];1622471915007868928;@mee_manu Yes I agree with you on Buhari,  but @obi he define politic, his strategy was to sell himself directly to the people all over the country .during Buhari time ,he core support base is from the north that's why people didn't buy into his candidatecy , but obi left his support base;politic
795;['1622471591694110720'];1622471591694110720;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
796;['1622470684638052358'];1622470684638052352;RT @lasun007: @kayodebakre8 Aregbesola is forgotten name in Nigeria politic write it down. Dele momodu that as always being noise maker. Wh…;politic
797;['1622469220066795520'];1622469220066795520;"And as predicted, the application of faith to support politic policies ends up cheapening both for everyone.

God is of the people, God is for the people, but God  is NOT BY the people.";politic
798;['1622468895067017218'];1622468895067017216;RT @murckless: @SaycheeseDGTL America is in debt because of Trump. We are in a Pandemic because of Trump. You think a talk show host..who’s…;politic
799;['1622468594419236866'];1622468594419236864;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
800;['1622467617129922560'];1622467617129922560;But bad bad hypocracy politic between us make us not like only human .. ! 12 : 29 https://t.co/22zW57Jxx2;politic
801;['1622467369334616064'];1622467369334616064;@ThatDBeMe22 @TedNugent Please don't identity politic, i liked my hair purple and walked away agressivly from the left when theu told me i had to think a certain way because i looked a certain way. I've met a good qty of preppy snowflake douche bags... PSA;politic
802;['1622465652924506114'];1622465652924506112;@media_talkative @SaharaReporters @GodwinIEmefiele What concern Tinubu about this?Does your accusation make sense?Do you have evidence to back up your claim?Please refrain yourself from from politic of bitterness.;politic
803;['1622465346858012672'];1622465346858012672;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
804;['1622464728969658370'];1622464728969658368;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
805;['1622464284683866113'];1622464284683866112;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
806;['1622464210570452992'];1622464210570452992;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
807;['1622463841765302272'];1622463841765302272;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
808;['1622463614064926721'];1622463614064926720;RT @RealDaveCares4u: The constitutions tell about our right to recall when things are bare able, but when things can hurt the body politic…;politic
809;['1622462952745086979'];1622462952745086976;"@laurenboebert See they haven't told you the truth because no one who matters respects or trusts you. 
It is clear you don't possess the constitution to be involved in the real politic, where strength and couth matter, and defending freedom is more than a t-shirt slogan
Enjoy your 15 minutes";politic
810;['1622462514163245057'];1622462514163245056;Fenna run it up so crazy off the brand so I can be in the room to politic 😂😂🌐💎 https://t.co/1CEJaqshri;politic
811;['1622462376166449153'];1622462376166449152;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
812;['1622462305693753349'];1622462305693753344;@45Jm10 Apparently it’s a coordinated slander campaign. Beside, he is not a newcomer, he was the lieutenant of the previous director. Kinshasa’s politic is a a poor man version of gan of throne 🤭;politic
813;['1622462102597255168'];1622462102597255168;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
814;['1622461440236871682'];1622461440236871680;@Lost_Loyalist @LI_politic_guy Hunt should never have ran against Evans. Should have just ran for Boyle's seat honestly.;politic
815;['1622461315598925824'];1622461315598925824;@LI_politic_guy @socalpopulist He wasn’t going to win when his policies were the ones that led to the Waukesha attack.;politic
816;['1622461179279949825'];1622461179279949824;@Burke4Senate @RTSG_pestomime @AOC @SenSchumer @JamaalBowmanNY @tiffany_caban @tiffany_caban was installed last minute into the Astoria race cos the mental midget wasn’t good enough to beat the Queens DA. She never lived in the district but is super happy to support Nazis and cheer for their funders at the fourth Reich bar. Total Id politic NPC trash.;politic
817;['1622461064297201665'];1622461064297201664;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
818;['1622460921884061697'];1622460921884061696;@based_hoppean @realKingpilled All fair points but in order to mitigate one war one must mitigate all wars at all times present and future, there is no materialistic philosophy, ideology, or politic capable of taking on such a task and very few religions too.;politic
819;['1622460669571497986'];1622460669571497984;"IN INDIA POLITICAL PARTIES PLAY CRIMINAL ROLE . SOME ARE FOREIGNERS &amp; SOME ARE ANTI INDIANS  .SOME PLAYING CASTE POLITIC TO DIVIDE HINDUS IN VARIOUS SETS . SOME SUPPORTING RONGYAS &amp; BANGLADESHI .CRIMINALS SUPPORT PAKISTAN &amp; CHINA . SOME SUPPORT FOREIGN JOURANALISTS FOR PROPAGANDA";politic
820;['1622460532635697154'];1622460532635697152;@veevyokp @LI_politic_guy Same except I am 22;politic
821;['1622460382416601088'];1622460382416601088;RT @Peacetach: @sentdefender It is the population that is suffering because of the 7.6 earthquake and a 5.4 after. No politic should be in…;politic
822;['1622460285322776576'];1622460285322776576;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
823;['1622460230004281348'];1622460230004281344;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
824;['1622459992400953344'];1622459992400953344;"@LI_politic_guy I was one of the ones who assumed she lost after seeing Alexandra Hunt go down at first, but as the night went on she slowly catched up overtime and pulled off one of the biggest upsets in modern American politics.

Definitely a watershed moment for the left.";politic
825;['1622459621855358978'];1622459621855358976;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
826;['1622458547794493442'];1622458547794493440;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
827;['1622458334178574336'];1622458334178574336;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
828;['1622458041902702593'];1622458041902702592;@emperoreaganite @jackisjake @LI_politic_guy In Ohio you're getting either Majewski or Mandell;politic
829;['1622457830686031872'];1622457830686031872;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
830;['1622457798784057344'];1622457798784057344;"@realLizardMan1 @jackisjake @LI_politic_guy In West Virginia they could pick a potted plant and it would be fine 

In Ohio the candidates seem to all be solid so far 

In Montana, you may be right (Rosendale, God forbid 😬)";politic
831;['1622457447934832641'];1622457447934832640;@emperoreaganite @jackisjake @LI_politic_guy I have total confidence in the near feral GOP primary voters in these states to pick even worse candidates than they did in 2022;politic
832;['1622456746626240512'];1622456746626240512;It is not the EU's job to regulate political expression. The Regulation on Political Advertising is a major intervention into the political culture of member states, with far reaching implications for civil society, for grassroots netw. https://t.co/VItqvHTsxO via @FacebookWatch;politic
833;['1622456708525178880'];1622456708525178880;@TochukwuBen3 @U_Rochas English master and you still dey use politic do hustle;politic
834;['1622455777930641410'];1622455777930641408;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
835;['1622455623144321024'];1622455623144321024;"RT @JuddLegum: 15. ""It is an unhappy truth that racism is a way of life for the vast majority of white Americans, spoken and unspoken, ackn…";politic
836;['1622455469104148482'];1622455469104148480;petition for hybe to play it in all countries regardless of politic first 😀 then maybe we can talk about the rest https://t.co/6XUjAi0DWf;politic
837;['1622455063233830912'];1622455063233830912;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
838;['1622454915854438401'];1622454915854438400;"RT @liscuestacuba__: Eleccions in #cuba .... The participation of the entire cuban people is 0
No other politic parties, no opositionn no N…";politic
839;['1622454773919121412'];1622454773919121408;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
840;['1622454568381456385'];1622454568381456384;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
841;['1622454531148881927'];1622454531148881920;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
842;['1622454513813839872'];1622454513813839872;Ok, @LI_politic_guy, we have heard about what an Epstein Democrat is from that one guy as in a rich person who voted for Biden and Clinton but voted GOP downballot and would vote for Epstein if he said “Trump is bad”, but what exactly is a George Santos Democrat?;politic
843;['1622454462676606977'];1622454462676606976;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
844;['1622454455869530113'];1622454455869530112;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
845;['1622454242538852352'];1622454242538852352;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
846;['1622454173978529793'];1622454173978529792;@emperoreaganite @jackisjake @LI_politic_guy Lmao Tester and Brown have net positive approval ratings and outperform Democrats so underestimate at your own peril;politic
847;['1622453950057267204'];1622453950057267200;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
848;['1622453811980947457'];1622453811980947456;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
849;['1622453610993819648'];1622453610993819648;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
850;['1622453203202605056'];1622453203202605056;RT @tn_daki: Politic posting https://t.co/2IcdYelfY0;politic
851;['1622451832449818624'];1622451832449818624;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
852;['1622451714816360449'];1622451714816360448;"RT @Nicole_Izoduwa: Death toll from Katsina attacks rises to 98 &amp; no word from Governors.There comes a time when one must take a position t…";politic
853;['1622450524208390144'];1622450524208390144;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
854;['1622450425214402561'];1622450425214402560;@LI_politic_guy Dudes 100% right.;politic
855;['1622450371149848577'];1622450371149848576;🍺37| Bmore is Half Ass Open and Just to the Strong of My Politic.;politic
856;['1622450293769228290'];1622450293769228288;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
857;['1622449956882628609'];1622449956882628608;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
858;['1622449788347105281'];1622449788347105280;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
859;['1622449374591590401'];1622449374591590400;RT @brat2381: 😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic.…;politic
860;['1622449315984691200'];1622449315984691200;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
861;['1622449271839784960'];1622449271839784960;"😂😂Republicans better learn to stop messing with President Biden. This is not his first rodeo. The man knows how to politic. 

Biden admin offers to brief Trump officials on past Chinese spy balloon incursions https://t.co/oWC76sdXMw via @politico";politic
862;['1622449194756628481'];1622449194756628480;@LI_politic_guy Segregation is good I do not like to live in a psych ward;politic
863;['1622449152318705666'];1622449152318705664;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
864;['1622449066578792448'];1622449066578792448;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
865;['1622448554437496832'];1622448554437496832;@NorCal_p0lit1c0 @LI_politic_guy @driftlesspol suburbia sucks. count me in.;politic
866;['1622448401421074434'];1622448401421074432;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
867;['1622448028119609344'];1622448028119609344;@DrTunMyint Nice to meet you, Dr.Tun Myint.I alway see you on DVB and Mizzima like Dr.Tint Swe as the exclusive person. I respect you indeed in regarding with politic.;politic
868;['1622447961866207238'];1622447961866207232;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
869;['1622447749420515328'];1622447749420515328;RT @Peacetach: @sentdefender It is the population that is suffering because of the 7.6 earthquake and a 5.4 after. No politic should be in…;politic
870;['1622446125637681154'];1622446125637681152;@socalpopulist @LI_politic_guy @MakeItAQuote Dawg even Kentucky doesn’t want your goofy ass beliefs 😭;politic
871;['1622445658371420160'];1622445658371420160;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
872;['1622445594571837442'];1622445594571837440;RT @Peacetach: @sentdefender It is the population that is suffering because of the 7.6 earthquake and a 5.4 after. No politic should be in…;politic
873;['1622445496802361344'];1622445496802361344;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
874;['1622445275011858432'];1622445275011858432;"@ColoFightsBack She is an embarrassing person in the  body politic !
How
#notoriousGED got elected is a mystery to Colorado!";politic
875;['1622444445781082112'];1622444445781082112;"RT @affectingbot: Tell me, for which of my bad parts didst thou first fall in love with me?
For them all together; which maintained so poli…";politic
876;['1622444184924819459'];1622444184924819456;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
877;['1622444168504131585'];1622444168504131584;wait what? how did charlotte politic her way into a match with a flop of a wrestler when she CLEARLY wanted to face mercedes? MAKE IT MAKE SENSE. https://t.co/zDp8liyIdJ;politic
878;['1622444055597826048'];1622444055597826048;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
879;['1622443994944012288'];1622443994944012288;@OhioDemSoc53 @LI_politic_guy @MakeItAQuote evil;politic
880;['1622443907681329152'];1622443907681329152;@socalpopulist @LI_politic_guy @MakeItAQuote Abortion isn’t murder, it’s based;politic
881;['1622443893957726210'];1622443893957726208;@TarekFatah Wrong POLITIC'S how gujart BJP CONTINUSLY administration same type whole India to BJP CONTINUSLY administration reason oppessition political wrong steps BJP again again grand victory;politic
882;['1622443128337620993'];1622443128337620992;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
883;['1622443097350176769'];1622443097350176768;@jackisjake @LI_politic_guy He’s got 23 months until West Virginia, Montana and Ohio elect right wing senators who’d never vote for a Biden judge. Good luck with that.;politic
884;['1622442965397573632'];1622442965397573632;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
885;['1622442753782153218'];1622442753782153216;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
886;['1622442716733882370'];1622442716733882368;RT @Peacetach: @sentdefender It is the population that is suffering because of the 7.6 earthquake and a 5.4 after. No politic should be in…;politic
887;['1622442181007917058'];1622442181007917056;@LI_politic_guy @CTDemocrat8 I mean when you get out and have to wait in line;politic
888;['1622441959255339008'];1622441959255339008;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
889;['1622441856838651904'];1622441856838651904;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
890;['1622441541716574209'];1622441541716574208;@sowens310856 @DrVicFielding That's not really accurate, since these individuals who get elected rely on engaging in their party politic, which includes some democratic processes, and their campaigns get funded by their party. So without the party they would have no backing, no money, no interest.;politic
891;['1622441317627269125'];1622441317627269120;@LI_politic_guy Yes, the voters should stop being stupid and just not elect bad politicians (obviously the answer is no in a non-democratic state);politic
892;['1622440567782121472'];1622440567782121472;@baranbasedoglu @candundaradasi @swaggyfroggy29 She doesn’t represent any politic position, she’s just an actress, so she must respect her fans from all countries around the world and never mix things up. No doubt if it comes to Israel she will turn a blind eye.;politic
893;['1622439925156028423'];1622439925156028416;"It’s like saying as a teacher, your goal is to eliminate education. What ever THE FUCK happened to governing and being a part of a body politic to make government work for EVERYONE, and make better civic life for EVERYONE?

I will never understand this. https://t.co/WD5mGzHxN8";politic
894;['1622439815789826050'];1622439815789826048;RT @GinnieRovinelli: Where is justice?  This has proven to be the biggest hoax/lie.  I don’t care what politic party you are from…..when di…;politic
895;['1622439707022852099'];1622439707022852096;"RT @affectingbot: Tell me, for which of my bad parts didst thou first fall in love with me?
For them all together; which maintained so poli…";politic
896;['1622439634134245378'];1622439634134245376;@LI_politic_guy @socalpopulist its worse because you guys aren’t joking and actually support it, we don’t;politic
897;['1622439126720028678'];1622439126720028672;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
898;['1622438632035618818'];1622438632035618816;@brobson_politic I cant recall off top of my head the numbers in the Senate. How much does Labor need her vote?;politic
899;['1622438421032538114'];1622438421032538112;@LI_politic_guy @socalpopulist we aren’t referring to segregation lol;politic
900;['1622438317320212481'];1622438317320212480;@LI_politic_guy @MohPolitics22 that's not segregation;politic
901;['1622438223401324546'];1622438223401324544;@MohPolitics22 @LI_politic_guy The only people who like him are 15 year old terminally online incel groypers;politic
902;['1622438212621815812'];1622438212621815808;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
903;['1622438095197978626'];1622438095197978624;@AllenRob00 @NateBlanchett @Chris_H_Politic That part;politic
904;['1622438067779813378'];1622438067779813376;@LI_politic_guy @socalpopulist None of us agree with that and most of us don’t associate with him and his people;politic
905;['1622437863517466626'];1622437863517466624;@LI_politic_guy @MohPolitics22 None of us like him lol;politic
906;['1622437841224761345'];1622437841224761344;@NateBlanchett @jshaver1312 @Chris_H_Politic At the end of the day none of it matters…;politic
907;['1622437792067223555'];1622437792067223552;@LI_politic_guy @ET_Californian Levin ruined it for himself by being a district carpetbagger. Then again marlinga would have won had the DCCC given him money;politic
908;['1622437530993041408'];1622437530993041408;@LI_politic_guy @MohPolitics22 literally no one does;politic
909;['1622437229485236224'];1622437229485236224;@LI_politic_guy @MohPolitics22 @socalpopulist @LakesPoliticsYT another one;politic
910;['1622437181603053570'];1622437181603053568;"@LI_politic_guy It hasn’t happened yet.
The SOTU is February 7.";politic
911;['1622437181301080066'];1622437181301080064;@socalpopulist @LI_politic_guy Yea because we don’t support segregation, they unironically support killing babies;politic
912;['1622437006079889410'];1622437006079889408;@LI_politic_guy @socalpopulist If the joke is funny enough then yea. The actual procedure is quite violent and disturbing;politic
913;['1622436895354658816'];1622436895354658816;@LI_politic_guy @MohPolitics22 I don't actually think segregation is funny, but joking about abortion is much worse.;politic
914;['1622436844435636226'];1622436844435636224;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
915;['1622436759824134145'];1622436759824134144;RT @StonecutterDan: @brobson_politic Note that she hasn't given up her $210k p.a of colonial-cash. If we're so evil, surely she would want…;politic
916;['1622436582249889794'];1622436582249889792;@brobson_politic Note that she hasn't given up her $210k p.a of colonial-cash. If we're so evil, surely she would want no part in our obviously horrible system.;politic
917;['1622436493472956416'];1622436493472956416;@LI_politic_guy @socalpopulist learn comedy;politic
918;['1622436451316015104'];1622436451316015104;@sentdefender It is the population that is suffering because of the 7.6 earthquake and a 5.4 after. No politic should be in this.;politic
919;['1622436403610284033'];1622436403610284032;"@YakubDogara @fkeyamo when i told you that your nothing but a useless SAN controller by illiterate cuz of their vomit&amp;faeces you panic. now it is down to you that ur acclaimed certificate-  fake San is useless to your generations.the vawulence you gotten from ppl who know politic is enough";politic
920;['1622435999103045632'];1622435999103045632;@LI_politic_guy @friendlypup072 @socalpopulist @MWPolitics101 If he’s Muslim, also straight to hell;politic
921;['1622435858295947265'];1622435858295947264;@LI_politic_guy @friendlypup072 @socalpopulist @MWPolitics101 If he was Hindi he’ll end up as someone’s meal;politic
922;['1622435832522231808'];1622435832522231808;"@brobson_politic Can't wait for her to ""speak freely"" 🙄🙄";politic
923;['1622435700401491968'];1622435700401491968;@LI_politic_guy @friendlypup072 @socalpopulist @MWPolitics101 It is often. Pluralism is important, but I think regardless of what religion if it has a hell that joke may end with him in it;politic
924;['1622435617887105025'];1622435617887105024;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
925;['1622435360805457920'];1622435360805457920;@socalpopulist @LI_politic_guy @MWPolitics101 Thx buddy;politic
926;['1622435320015818753'];1622435320015818752;@Spectatoraccou3 @socalpopulist @LI_politic_guy @MWPolitics101 Cant be worse than real life;politic
927;['1622435300701253632'];1622435300701253632;RT @swrmohammadi: Millions of children were killed, millions of children died in Afghanistan just because of your dirty and wrong politics.…;politic
928;['1622435148292562945'];1622435148292562944;@friendlypup072 @socalpopulist @LI_politic_guy @MWPolitics101 You shall find it soon enough, unless you grow wise in your life;politic
929;['1622435025122893825'];1622435025122893824;@friendlypup072 @LI_politic_guy @MWPolitics101 I'll pray for you;politic
930;['1622434964309409792'];1622434964309409792;@socalpopulist @LI_politic_guy @MWPolitics101 Hell isn’t real;politic
931;['1622434833791160320'];1622434833791160320;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
932;['1622434768213229568'];1622434768213229568;I wouldn’t fuck half of y’all I just sit in spaces and politic wit y’all;politic
933;['1622434472263307265'];1622434472263307264;@LatinoJournal96 If local governments will not relent to parents and remove social justice equity based intersectional gender identity ideology from public schools then school choice will allow parents to place there kids in schools that do. No identity politic driven social constructs in class.;politic
934;['1622434183858769923'];1622434183858769920;@LI_politic_guy @socalpopulist @MakeItAQuote Check mate liberal;politic
935;['1622434182659035136'];1622434182659035136;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
936;['1622434053277483009'];1622434053277483008;Also— I'm not really a politic girl tbh— but atleast I know what's right and what's wrong.;politic
937;['1622433827145797632'];1622433827145797632;@LI_politic_guy @MakeItAQuote lmao you're the one who just said murder is funny;politic
938;['1622433492964630528'];1622433492964630528;@MakeItAQuote @LI_politic_guy this goes hard;politic
939;['1622432866289291273'];1622432866289291264;@socalpopulist @LI_politic_guy @MWPolitics101 I’ll say Hi to Reagan and Pat Buchanan for you;politic
